,트레져팩토리,ADMA 바이오로직스,SCHWAB SHORT TERM US,워리어 멧 콜,플래닛 랩스,TIGER 조선TOP10,버크셔 해서웨이 B,오픈도어 테크놀로지,캐털리스트 파머슈티,인터내셔널 제너럴 인,TIGER 은행고배당플러스TOP10,아이라디메드,핏라이프 브랜즈,앰라이즈,아치 캐피털 그룹,타이드워터,미국달러,컴포트 시스템스 USA,앤테로 미드스트림,치어 홀딩스,유나이티드 스테이츠,쿠팡
2025-01-01,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,60.0
2025-01-02,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06,400.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-18,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-24,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-25,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-26,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-27,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-28,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-29,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-30,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-01-31,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-01,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-02,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-03,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-04,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-05,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-06,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-07,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-08,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-09,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-10,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-11,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-02-12,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-02-13,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,11.0,54.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-14,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,11.0,54.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-15,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,11.0,54.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-16,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,11.0,54.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-17,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,11.0,54.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-18,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,11.0,54.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-19,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-20,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,1.0,0.0
2025-02-21,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-02-22,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-02-23,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-02-24,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-02-25,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-02-26,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-02-27,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-02-28,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-01,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-02,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-03,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-04,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,56.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-05,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-06,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-07,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-08,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-09,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-10,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-11,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-12,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-13,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-14,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-15,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-16,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-17,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-18,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-19,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-20,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-21,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-22,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-23,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-24,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-25,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-26,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-27,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-28,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-29,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-30,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-03-31,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-04-01,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-04-02,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-04-03,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-04-04,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-04-05,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-04-06,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,74.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-04-07,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,82.0,0.0,2.0,0.0,0.0,6.0,0.0
2025-04-08,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,82.0,0.0,2.0,0.0,0.0,6.0,0.0
2025-04-09,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,2.0,0.0,0.0,11.0,82.0,0.0,2.0,0.0,0.0,6.0,0.0
2025-04-10,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,89.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-11,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-12,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-13,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-14,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-15,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-16,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-17,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-18,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-19,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-20,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-21,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-22,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-23,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-24,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-25,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-26,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-27,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-28,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-29,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-04-30,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-05-01,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-05-02,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-05-03,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-05-04,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-05-05,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-05-06,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,0.0,0.0,6.0,0.0
2025-05-07,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,6.0,0.0,6.0,0.0
2025-05-08,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,6.0,0.0,6.0,0.0
2025-05-09,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,6.0,0.0,6.0,0.0
2025-05-10,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,6.0,0.0,6.0,0.0
2025-05-11,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,3.0,6.0,0.0,6.0,0.0
2025-05-12,2.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,95.0,0.0,3.0,6.0,0.0,11.0,0.0
2025-05-13,2.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,95.0,0.0,3.0,6.0,0.0,11.0,0.0
2025-05-14,2.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,95.0,0.0,3.0,6.0,0.0,11.0,0.0
2025-05-15,2.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,104.0,0.0,3.0,6.0,0.0,11.0,0.0
2025-05-16,5.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,104.0,0.0,3.0,6.0,0.0,11.0,0.0
2025-05-17,5.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,104.0,0.0,3.0,6.0,0.0,11.0,0.0
2025-05-18,5.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,104.0,0.0,3.0,6.0,0.0,11.0,0.0
2025-05-19,5.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,121.0,0.0,3.0,54.0,0.0,15.0,0.0
2025-05-20,7.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,121.0,0.0,3.0,54.0,0.0,15.0,0.0
2025-05-21,7.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,121.0,0.0,3.0,54.0,0.0,15.0,0.0
2025-05-22,7.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,124.0,0.0,3.0,54.0,0.0,15.0,0.0
2025-05-23,7.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,126.0,0.0,3.0,54.0,0.0,15.0,0.0
2025-05-24,7.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,2.0,0.0,0.0,0.0,126.0,0.0,3.0,54.0,0.0,15.0,0.0
